method,label,training_seed,evaluation_seed,episode,target_n,variant,policy_mode,ended_by,discounted_return,undiscounted_return,episode_length
AN,mc_learned_baseline,44,10000044,0,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,44,10000044,1,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,44,10000044,2,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,44,10000044,3,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,44,10000044,4,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,44,10000044,5,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,6,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,7,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,44,10000044,8,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,9,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,10,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,44,10000044,11,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,44,10000044,12,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,44,10000044,13,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,44,10000044,14,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,44,10000044,15,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,44,10000044,16,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,44,10000044,17,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,44,10000044,18,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,19,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,44,10000044,20,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,21,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,22,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,44,10000044,23,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,44,10000044,24,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,44,10000044,25,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,44,10000044,26,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,27,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,44,10000044,28,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,44,10000044,29,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,44,10000044,30,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,31,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,32,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,33,4,source,stochastic,task_complete,3.6,3.6,1
AN,mc_learned_baseline,44,10000044,34,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,44,10000044,35,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,44,10000044,36,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,37,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,38,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,39,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,44,10000044,40,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,44,10000044,41,4,source,stochastic,task_complete,3.6,3.6,1
AN,mc_learned_baseline,44,10000044,42,4,source,stochastic,task_complete,3.6,3.6,1
AN,mc_learned_baseline,44,10000044,43,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,44,10000044,44,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,45,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,44,10000044,46,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,44,10000044,47,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,48,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,44,10000044,49,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,50,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,51,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,44,10000044,52,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,53,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,44,10000044,54,4,source,stochastic,task_complete,3.9,3.9,1
