round,source_episodes,round_source_episodes,direction_passed,candidate_count,fit_kl,accepted,experiment,method,label,seed,source_steps_total
1,968,868,False,0,,False,P-L,AN,mc_learned_baseline,40,968
2,3884,2916,True,2,9.595697082159683e-10,True,P-L,AN,mc_learned_baseline,40,3884
3,7824,3940,True,3,2.6844360634759156e-10,False,P-L,AN,mc_learned_baseline,40,7824
4,9716,1892,True,1,1.8900171963486506e-09,True,P-L,AN,mc_learned_baseline,40,9716
5,11608,1892,True,1,3.6130426074007264e-10,True,P-L,AN,mc_learned_baseline,40,11608
6,14524,2916,True,2,1.8090451184884555e-12,True,P-L,AN,mc_learned_baseline,40,14524
7,16416,1892,True,1,1.5967486049652876e-09,True,P-L,AN,mc_learned_baseline,40,16416
8,18308,1892,True,1,1.017909375985111e-08,True,P-L,AN,mc_learned_baseline,40,18308
9,20200,1892,True,1,1.5538565341965294e-08,True,P-L,AN,mc_learned_baseline,40,20200
10,23116,2916,True,2,2.5692426971996993e-09,True,P-L,AN,mc_learned_baseline,40,23116
11,25008,1892,True,1,3.939100814284151e-09,True,P-L,AN,mc_learned_baseline,40,25008
12,26900,1892,True,1,3.042941260594564e-09,True,P-L,AN,mc_learned_baseline,40,26900
13,28792,1892,True,1,1.0676658699721335e-08,True,P-L,AN,mc_learned_baseline,40,28792
14,31708,2916,True,2,9.545208036838995e-09,True,P-L,AN,mc_learned_baseline,40,31708
15,33600,1892,True,1,2.5713849174915873e-08,True,P-L,AN,mc_learned_baseline,40,33600
16,35492,1892,True,1,5.0856572262283685e-09,True,P-L,AN,mc_learned_baseline,40,35492
17,37384,1892,True,1,2.0919012846650122e-08,True,P-L,AN,mc_learned_baseline,40,37384
18,39276,1892,True,1,2.408745552139277e-09,True,P-L,AN,mc_learned_baseline,40,39276
19,41168,1892,True,1,5.984879117150857e-08,True,P-L,AN,mc_learned_baseline,40,41168
20,43060,1892,True,1,3.3132553952740756e-08,True,P-L,AN,mc_learned_baseline,40,43060
21,44952,1892,True,1,1.5951562030364274e-08,True,P-L,AN,mc_learned_baseline,40,44952
22,46844,1892,True,1,7.212729256531021e-08,True,P-L,AN,mc_learned_baseline,40,46844
23,48736,1892,True,1,7.287508575925965e-09,True,P-L,AN,mc_learned_baseline,40,48736
24,50628,1892,True,1,3.129245242781703e-08,True,P-L,AN,mc_learned_baseline,40,50628
25,52520,1892,True,1,1.374044043268227e-08,True,P-L,AN,mc_learned_baseline,40,52520
26,54412,1892,True,1,9.918234615612215e-09,True,P-L,AN,mc_learned_baseline,40,54412
27,56304,1892,True,1,3.2333800123067446e-09,True,P-L,AN,mc_learned_baseline,40,56304
28,58196,1892,True,1,1.3159501814454427e-09,True,P-L,AN,mc_learned_baseline,40,58196
29,60088,1892,True,1,1.7779598929977473e-09,True,P-L,AN,mc_learned_baseline,40,60088
30,61980,1892,True,1,1.2442360440525291e-08,True,P-L,AN,mc_learned_baseline,40,61980
31,65920,3940,True,3,2.2926616743593208e-10,False,P-L,AN,mc_learned_baseline,40,65920
32,67812,1892,True,1,1.86708436721975e-08,True,P-L,AN,mc_learned_baseline,40,67812
33,68680,868,False,0,,False,P-L,AN,mc_learned_baseline,40,68680
34,69548,868,False,0,,False,P-L,AN,mc_learned_baseline,40,69548
35,72464,2916,True,2,1.3839758819787189e-09,True,P-L,AN,mc_learned_baseline,40,72464
36,74356,1892,True,1,1.156631083228825e-08,True,P-L,AN,mc_learned_baseline,40,74356
37,76248,1892,True,1,2.514704143565203e-09,True,P-L,AN,mc_learned_baseline,40,76248
38,77116,868,False,0,,False,P-L,AN,mc_learned_baseline,40,77116
39,80032,2916,True,2,1.2892439247766104e-10,True,P-L,AN,mc_learned_baseline,40,80032
40,80900,868,False,0,,False,P-L,AN,mc_learned_baseline,40,80900
41,84840,3940,True,3,2.5323082210590702e-11,False,P-L,AN,mc_learned_baseline,40,84840
42,88780,3940,True,3,2.543618340973053e-11,True,P-L,AN,mc_learned_baseline,40,88780
43,90672,1892,True,1,3.6727138922252566e-12,True,P-L,AN,mc_learned_baseline,40,90672
44,92564,1892,True,1,4.5371724011121305e-12,True,P-L,AN,mc_learned_baseline,40,92564
45,95480,2916,True,2,2.664413064689196e-12,True,P-L,AN,mc_learned_baseline,40,95480
46,96348,868,False,0,,False,P-L,AN,mc_learned_baseline,40,96348
47,100288,3940,True,3,6.072806668965831e-12,True,P-L,AN,mc_learned_baseline,40,100288
48,101156,868,False,0,,False,P-L,AN,mc_learned_baseline,40,101156
49,102024,868,False,0,,False,P-L,AN,mc_learned_baseline,40,102024
50,104940,2916,True,2,1.407654424148486e-09,True,P-L,AN,mc_learned_baseline,40,104940
51,105808,868,False,0,,False,P-L,AN,mc_learned_baseline,40,105808
52,106676,868,False,0,,False,P-L,AN,mc_learned_baseline,40,106676
53,107544,868,False,0,,False,P-L,AN,mc_learned_baseline,40,107544
54,108412,868,False,0,,False,P-L,AN,mc_learned_baseline,40,108412
55,112352,3940,True,3,3.19357572152624e-12,True,P-L,AN,mc_learned_baseline,40,112352
56,113220,868,False,0,,False,P-L,AN,mc_learned_baseline,40,113220
57,115112,1892,True,1,3.893411025444254e-12,True,P-L,AN,mc_learned_baseline,40,115112
58,115980,868,False,0,,False,P-L,AN,mc_learned_baseline,40,115980
59,119920,3940,True,3,1.2547881758357346e-12,True,P-L,AN,mc_learned_baseline,40,119920
60,120788,868,False,0,,False,P-L,AN,mc_learned_baseline,40,120788
61,123704,2916,True,2,9.241882702604161e-12,True,P-L,AN,mc_learned_baseline,40,123704
62,125596,1892,True,1,3.940956567011618e-09,True,P-L,AN,mc_learned_baseline,40,125596
63,127488,1892,True,1,4.216010670367315e-12,True,P-L,AN,mc_learned_baseline,40,127488
64,130404,2916,True,2,1.2725114620765464e-09,True,P-L,AN,mc_learned_baseline,40,130404
65,131272,868,False,0,,False,P-L,AN,mc_learned_baseline,40,131272
66,132140,868,False,0,,False,P-L,AN,mc_learned_baseline,40,132140
67,135056,2916,True,2,2.336651934346062e-12,True,P-L,AN,mc_learned_baseline,40,135056
68,136948,1892,True,1,8.869705537244135e-13,True,P-L,AN,mc_learned_baseline,40,136948
69,137816,868,False,0,,False,P-L,AN,mc_learned_baseline,40,137816
70,138684,868,False,0,,False,P-L,AN,mc_learned_baseline,40,138684
71,139552,868,False,0,,False,P-L,AN,mc_learned_baseline,40,139552
72,141444,1892,True,1,4.6377707611128456e-12,True,P-L,AN,mc_learned_baseline,40,141444
73,142312,868,False,0,,False,P-L,AN,mc_learned_baseline,40,142312
74,143180,868,False,0,,False,P-L,AN,mc_learned_baseline,40,143180
75,147120,3940,True,3,3.507575136582381e-12,False,P-L,AN,mc_learned_baseline,40,147120
76,147988,868,False,0,,False,P-L,AN,mc_learned_baseline,40,147988
77,148856,868,False,0,,False,P-L,AN,mc_learned_baseline,40,148856
78,150748,1892,True,1,2.7002489443326958e-12,True,P-L,AN,mc_learned_baseline,40,150748
79,151616,868,False,0,,False,P-L,AN,mc_learned_baseline,40,151616
80,155556,3940,True,3,5.434494121930459e-13,True,P-L,AN,mc_learned_baseline,40,155556
81,156424,868,False,0,,False,P-L,AN,mc_learned_baseline,40,156424
82,157292,868,False,0,,False,P-L,AN,mc_learned_baseline,40,157292
83,158160,868,False,0,,False,P-L,AN,mc_learned_baseline,40,158160
84,159028,868,False,0,,False,P-L,AN,mc_learned_baseline,40,159028
85,162968,3940,True,3,1.790565521945161e-12,False,P-L,AN,mc_learned_baseline,40,162968
86,163836,868,False,0,,False,P-L,AN,mc_learned_baseline,40,163836
87,165728,1892,True,1,6.113366101720374e-12,True,P-L,AN,mc_learned_baseline,40,165728
88,167620,1892,True,1,5.235696042661203e-11,True,P-L,AN,mc_learned_baseline,40,167620
89,171560,3940,True,3,4.744764517312731e-13,False,P-L,AN,mc_learned_baseline,40,171560
90,174476,2916,True,2,9.36563644171837e-11,True,P-L,AN,mc_learned_baseline,40,174476
91,175344,868,False,0,,False,P-L,AN,mc_learned_baseline,40,175344
92,176212,868,False,0,,False,P-L,AN,mc_learned_baseline,40,176212
93,178104,1892,True,1,2.063551182304305e-12,True,P-L,AN,mc_learned_baseline,40,178104
