method,label,training_seed,evaluation_seed,episode,target_n,variant,policy_mode,ended_by,discounted_return,undiscounted_return,episode_length
AN,mc_learned_baseline,49,10000049,0,4,source,stochastic,task_complete,3.6,3.6,1
AN,mc_learned_baseline,49,10000049,1,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,49,10000049,2,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,3,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,4,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,5,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,6,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,7,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,8,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,49,10000049,9,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,10,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,11,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,12,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,13,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,14,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,49,10000049,15,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,49,10000049,16,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,49,10000049,17,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,49,10000049,18,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,49,10000049,19,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,20,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,49,10000049,21,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,22,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,23,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,24,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,25,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,26,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,27,4,source,stochastic,task_complete,3.6,3.6,1
AN,mc_learned_baseline,49,10000049,28,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,29,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,49,10000049,30,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,31,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,49,10000049,32,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,33,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,49,10000049,34,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,35,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,49,10000049,36,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,37,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,38,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,39,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,40,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,41,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,49,10000049,42,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,43,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,49,10000049,44,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,45,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,46,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,49,10000049,47,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,48,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,49,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,49,10000049,50,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,51,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,49,10000049,52,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,53,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,49,10000049,54,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,49,10000049,55,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,49,10000049,56,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,57,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,49,10000049,58,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,59,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,60,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,61,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,62,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,63,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,64,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,65,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,66,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,67,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,68,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,49,10000049,69,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,70,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,71,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,72,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,73,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,74,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,49,10000049,75,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,76,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,49,10000049,77,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,78,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,79,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,49,10000049,80,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,81,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,82,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,83,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,84,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,85,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,86,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,87,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,88,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,89,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,90,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,49,10000049,91,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,92,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,93,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,49,10000049,94,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,95,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,96,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,97,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,98,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,99,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,100,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,101,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,102,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,103,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,104,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,49,10000049,105,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,106,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,107,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,108,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,49,10000049,109,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,110,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,111,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,112,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,113,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,49,10000049,114,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,49,10000049,115,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,49,10000049,116,4,source,stochastic,task_complete,4.2,4.2,1
