experiment,method,label,oracle_label_group,seed,update,source_steps_total,source_steps_training,source_steps_critic,source_steps_direction_check,source_steps_return_check,source_steps_monitor,source_complete_episodes,agent_decisions,budget,training_return,monitor_return,exact_source_return_diagnostic,actual_return_gain_diagnostic,old_new_kl,baseline_kind,baseline_missing_states,entropy,seconds,accepted,reason,eta,attempts,forward_kl_training,direction_loss,direction_steps,q_bound,return_check_gain,return_check_mode,return_check_standard_error,critic_validation_mse,label_mse_against_exact_joint_advantage,critic_explained_variance,direction_error,direction_norm,exact_direction_score_diagnostic
T-L,AN,mc_learned_baseline,False,40,1,2760,256,256,0,2048,200,1380,5520,262144,0.24585937500000002,0.41519999999999996,0.3548089816933051,0.035794981693305084,0.0005051622979560279,public_state_tabular_independent_mc,0,0.6148758777091361,0.042597000021487474,True,accepted_empirical,0.1,1,8.179728044559242e-09,-0.10165679792395298,100,5.0,0.03158203125,empirical,0.008794446659913217,0.4199267886279912,0.1723756658329309,0.02678497171930494,0.0012602990102726145,0.10215978138601084,0.08748726172867477
T-L,AN,mc_learned_baseline,False,40,2,5520,512,512,0,4096,400,2760,11040,262144,0.363984375,0.3948,0.3876304007097776,0.03282141901647251,0.0004244100025543433,public_state_tabular_independent_mc,0,0.6052684715323222,0.08964499994181097,True,accepted_empirical,0.1,1,3.899657515722348e-09,-0.08977643306156197,100,5.0,0.041835937499999996,empirical,0.009946552184505554,0.4130131147596572,0.1794663140347078,0.003973737045198877,0.001091307756590719,0.08617529401829241,0.08840169625870689
T-L,AN,mc_learned_baseline,False,40,3,8280,768,768,0,6144,600,4140,16560,262144,0.399140625,0.43349999999999994,0.42026302639641305,0.03263262568663544,0.00042065076272079294,public_state_tabular_independent_mc,0,0.5945707947061595,0.13154900004155934,True,accepted_empirical,0.1,1,3.378050929244086e-09,-0.08464440199846945,100,5.0,0.0159375,empirical,0.008198884579850981,0.4111359469722149,0.1664667687167043,0.020386378470888644,0.0011617345741849901,0.08553702400267432,0.08847866367502277
T-L,AN,mc_learned_baseline,False,40,4,11040,1024,1024,0,8192,800,5520,22080,262144,0.452109375,0.4739999999999999,0.44770817501259164,0.027445148616178583,0.0003010264695925814,public_state_tabular_independent_mc,0,0.5858478720984186,0.17044989997521043,True,accepted_empirical,0.1,1,4.133123496167137e-09,-0.060779157934066325,100,5.0,0.02607421875,empirical,0.0075252371124753786,0.39196450767517094,0.15818595656167606,0.0587803798414287,0.004084917714593672,0.06117790224702602,0.0851896353273146
T-L,AN,mc_learned_baseline,False,40,5,13800,1280,1280,0,10240,1000,6900,27600,262144,0.46734375000000006,0.6518999999999998,0.4791752950376961,0.03146712002510449,0.000416776268473666,public_state_tabular_independent_mc,0,0.5759266070406914,0.21445209998637438,True,accepted_empirical,0.1,1,5.071986120313662e-09,-0.08379870570803102,100,5.0,0.02818359375,empirical,0.007848975696423259,0.3896290618089138,0.17397514230228783,-0.0005232803528452123,0.004626085981014705,0.08441030333755892,0.0838168834209769
T-L,AN,mc_learned_baseline,False,40,6,16560,1536,1536,0,12288,1200,8280,33120,262144,0.47414062500000004,0.4704,0.5094519607431569,0.03027666570546078,0.0003731350845390686,public_state_tabular_independent_mc,0,0.5646067720937864,0.25700929993763566,True,accepted_empirical,0.1,1,4.997142724907006e-09,-0.07561513968601169,100,5.0,0.02607421875,empirical,0.007525237112475379,0.3841988488258057,0.16397644401976552,0.0020514460951881475,0.00036721365410947397,0.07591604864189036,0.08646083739950011
T-L,AN,mc_learned_baseline,False,40,7,19320,1792,1792,0,14336,1400,9660,38640,262144,0.601640625,0.5213999999999999,0.539850527127236,0.030398566384079118,0.0004030701917768826,public_state_tabular_independent_mc,0,0.5520503746088314,0.31133759999647737,True,accepted_empirical,0.1,1,3.990585774324508e-09,-0.08069178267351351,100,5.0,0.023671875000000002,empirical,0.009142647582188787,0.3400854665370445,0.1371309865031919,0.015273295228490968,0.003555927748165504,0.08224464458280806,0.08133503950017312
T-L,AN,mc_learned_baseline,False,40,8,22080,2048,2048,0,16384,1600,11040,44160,262144,0.5123437500000001,0.576,0.5699166715290068,0.0300661444017708,0.0003955344626976549,public_state_tabular_independent_mc,0,0.5402347936581356,0.36279319995082915,True,accepted_empirical,0.1,1,4.674605335913999e-09,-0.08271828379050321,100,5.0,0.02056640625,empirical,0.006801593897240151,0.370875086191224,0.16551472995096048,-0.01457792860643825,0.001116216640997418,0.08045724587315495,0.08151700225560848
T-L,AN,mc_learned_baseline,False,40,9,24840,2304,2304,0,18432,1800,12420,49680,262144,0.591328125,0.5568,0.5976170761849797,0.0277004046559729,0.00035429461359749996,public_state_tabular_independent_mc,0,0.5280789202870845,0.4108797999797389,True,accepted_empirical,0.1,1,3.5550203006614327e-09,-0.07384481590364927,100,5.0,0.034277343749999994,empirical,0.008728292154781811,0.3418493313192734,0.13572014874621158,0.02340399743970012,0.002297446634751138,0.07277090418719873,0.077328384458271
T-L,AN,mc_learned_baseline,False,40,10,27600,2560,2560,0,20480,2000,13800,55200,262144,0.601171875,0.6093,0.6262048115627052,0.02858773537772552,0.0003851227803076203,public_state_tabular_independent_mc,0,0.5148063244917536,0.45470010000281036,True,accepted_empirical,0.1,1,6.926033976656359e-09,-0.07899673245258604,100,5.0,0.0365625,empirical,0.009098194600993858,0.3403761876547256,0.14402213511698136,-0.0024904173567836807,0.00030457133503503006,0.07902965901416717,0.07624249389721965
