round,source_episodes,round_source_episodes,direction_passed,candidate_count,fit_kl,accepted,experiment,method,label,seed,source_steps_total
1,4040,3940,True,3,9.265086260850458e-10,True,P-L,AN,mc_learned_baseline,44,4040
2,6956,2916,True,2,8.204830702611234e-10,True,P-L,AN,mc_learned_baseline,44,6956
3,8848,1892,True,1,4.309025363378981e-10,True,P-L,AN,mc_learned_baseline,44,8848
4,11764,2916,True,2,3.769051360343928e-09,True,P-L,AN,mc_learned_baseline,44,11764
5,13656,1892,True,1,7.850862229195427e-09,True,P-L,AN,mc_learned_baseline,44,13656
6,15548,1892,True,1,1.3752903848696232e-09,True,P-L,AN,mc_learned_baseline,44,15548
7,19488,3940,True,3,1.1950563021773808e-09,True,P-L,AN,mc_learned_baseline,44,19488
8,21380,1892,True,1,2.5863842228394204e-09,True,P-L,AN,mc_learned_baseline,44,21380
9,23272,1892,True,1,8.386411884351249e-10,True,P-L,AN,mc_learned_baseline,44,23272
10,25164,1892,True,1,1.086650418820613e-08,True,P-L,AN,mc_learned_baseline,44,25164
11,27056,1892,True,1,6.743007543471144e-09,True,P-L,AN,mc_learned_baseline,44,27056
12,29972,2916,True,2,4.294688911275314e-09,True,P-L,AN,mc_learned_baseline,44,29972
13,32888,2916,True,2,1.4253339268677396e-09,True,P-L,AN,mc_learned_baseline,44,32888
14,34780,1892,True,1,2.0572086703583234e-08,True,P-L,AN,mc_learned_baseline,44,34780
15,38720,3940,True,3,1.803899119324319e-10,False,P-L,AN,mc_learned_baseline,44,38720
16,40612,1892,True,1,1.4383699466146714e-09,True,P-L,AN,mc_learned_baseline,44,40612
17,42504,1892,True,1,2.9542305029039104e-09,True,P-L,AN,mc_learned_baseline,44,42504
18,44396,1892,True,1,2.978856083788099e-09,True,P-L,AN,mc_learned_baseline,44,44396
19,46288,1892,True,1,6.263058408447704e-08,True,P-L,AN,mc_learned_baseline,44,46288
20,48180,1892,True,1,2.3870514671433832e-08,True,P-L,AN,mc_learned_baseline,44,48180
21,50072,1892,True,1,2.654120352991495e-08,True,P-L,AN,mc_learned_baseline,44,50072
22,51964,1892,True,1,2.989066896047191e-08,True,P-L,AN,mc_learned_baseline,44,51964
23,53856,1892,True,1,2.6142634911058666e-08,True,P-L,AN,mc_learned_baseline,44,53856
24,55748,1892,True,1,3.178440406265737e-09,True,P-L,AN,mc_learned_baseline,44,55748
25,57640,1892,True,1,1.750289025019149e-08,True,P-L,AN,mc_learned_baseline,44,57640
26,59532,1892,True,1,6.568155370990627e-08,True,P-L,AN,mc_learned_baseline,44,59532
27,61424,1892,True,1,1.9479190272380054e-08,True,P-L,AN,mc_learned_baseline,44,61424
28,63316,1892,True,1,6.703141818980745e-10,True,P-L,AN,mc_learned_baseline,44,63316
29,65208,1892,True,1,1.424201312492716e-08,True,P-L,AN,mc_learned_baseline,44,65208
1,4040,3940,True,3,6.879004489299118e-10,True,P-L,SA,mc_learned_baseline,44,4040
2,6956,2916,True,2,4.107547978220706e-10,True,P-L,SA,mc_learned_baseline,44,6956
3,8848,1892,True,1,2.6152192655843625e-09,True,P-L,SA,mc_learned_baseline,44,8848
4,11764,2916,True,2,8.004652091777938e-10,True,P-L,SA,mc_learned_baseline,44,11764
5,13656,1892,True,1,1.6649318071118079e-09,True,P-L,SA,mc_learned_baseline,44,13656
6,15548,1892,True,1,4.8841319754773605e-09,True,P-L,SA,mc_learned_baseline,44,15548
7,19488,3940,True,3,1.367310718077443e-09,True,P-L,SA,mc_learned_baseline,44,19488
8,20356,868,False,0,,False,P-L,SA,mc_learned_baseline,44,20356
9,23272,2916,True,2,1.9401689750998788e-09,True,P-L,SA,mc_learned_baseline,44,23272
10,25164,1892,True,1,1.0910679572623956e-08,True,P-L,SA,mc_learned_baseline,44,25164
11,27056,1892,True,1,4.590197817874225e-10,True,P-L,SA,mc_learned_baseline,44,27056
12,30996,3940,True,3,5.465782866288151e-11,True,P-L,SA,mc_learned_baseline,44,30996
13,32888,1892,True,1,2.172539885111949e-08,True,P-L,SA,mc_learned_baseline,44,32888
14,34780,1892,True,1,6.677686321641016e-09,True,P-L,SA,mc_learned_baseline,44,34780
15,38720,3940,True,3,3.3248427668627405e-10,False,P-L,SA,mc_learned_baseline,44,38720
16,40612,1892,True,1,1.5104348558560597e-08,True,P-L,SA,mc_learned_baseline,44,40612
17,42504,1892,True,1,2.642042635935593e-08,True,P-L,SA,mc_learned_baseline,44,42504
18,44396,1892,True,1,3.8712754396655436e-08,True,P-L,SA,mc_learned_baseline,44,44396
19,46288,1892,True,1,5.104416636546908e-08,True,P-L,SA,mc_learned_baseline,44,46288
20,48180,1892,True,1,5.4625486483304285e-08,True,P-L,SA,mc_learned_baseline,44,48180
21,50072,1892,True,1,1.0304186487411009e-07,True,P-L,SA,mc_learned_baseline,44,50072
22,51964,1892,True,1,1.2807361935413784e-08,True,P-L,SA,mc_learned_baseline,44,51964
23,53856,1892,True,1,6.428805347622821e-08,True,P-L,SA,mc_learned_baseline,44,53856
24,55748,1892,True,1,3.517822604750222e-08,True,P-L,SA,mc_learned_baseline,44,55748
25,57640,1892,True,1,4.097167299247506e-08,True,P-L,SA,mc_learned_baseline,44,57640
26,59532,1892,True,1,6.025887035457395e-08,True,P-L,SA,mc_learned_baseline,44,59532
27,61424,1892,True,1,1.0344895217145072e-08,True,P-L,SA,mc_learned_baseline,44,61424
28,63316,1892,True,1,3.068213079291382e-08,True,P-L,SA,mc_learned_baseline,44,63316
29,65208,1892,True,1,1.8793167776268836e-08,True,P-L,SA,mc_learned_baseline,44,65208
1,1480,,,1,,True,P-L,DA,mc_learned_baseline,44,1480
2,2860,,,1,,True,P-L,DA,mc_learned_baseline,44,2860
3,4240,,,1,,True,P-L,DA,mc_learned_baseline,44,4240
4,6644,,,2,,True,P-L,DA,mc_learned_baseline,44,6644
5,8024,,,1,,True,P-L,DA,mc_learned_baseline,44,8024
6,10428,,,2,,True,P-L,DA,mc_learned_baseline,44,10428
7,12832,,,2,,True,P-L,DA,mc_learned_baseline,44,12832
8,15236,,,2,,True,P-L,DA,mc_learned_baseline,44,15236
9,17640,,,2,,True,P-L,DA,mc_learned_baseline,44,17640
10,19020,,,1,,True,P-L,DA,mc_learned_baseline,44,19020
11,20400,,,1,,True,P-L,DA,mc_learned_baseline,44,20400
12,21780,,,1,,True,P-L,DA,mc_learned_baseline,44,21780
13,23160,,,1,,True,P-L,DA,mc_learned_baseline,44,23160
14,24540,,,1,,True,P-L,DA,mc_learned_baseline,44,24540
15,25920,,,1,,True,P-L,DA,mc_learned_baseline,44,25920
16,27300,,,1,,True,P-L,DA,mc_learned_baseline,44,27300
17,30728,,,3,,False,P-L,DA,mc_learned_baseline,44,30728
18,32108,,,1,,True,P-L,DA,mc_learned_baseline,44,32108
19,33488,,,1,,True,P-L,DA,mc_learned_baseline,44,33488
20,34868,,,1,,True,P-L,DA,mc_learned_baseline,44,34868
21,38296,,,3,,False,P-L,DA,mc_learned_baseline,44,38296
22,41724,,,3,,True,P-L,DA,mc_learned_baseline,44,41724
23,43104,,,1,,True,P-L,DA,mc_learned_baseline,44,43104
24,46532,,,3,,False,P-L,DA,mc_learned_baseline,44,46532
25,47912,,,1,,True,P-L,DA,mc_learned_baseline,44,47912
26,51340,,,3,,True,P-L,DA,mc_learned_baseline,44,51340
27,54768,,,3,,False,P-L,DA,mc_learned_baseline,44,54768
28,57172,,,2,,True,P-L,DA,mc_learned_baseline,44,57172
29,60600,,,3,,False,P-L,DA,mc_learned_baseline,44,60600
30,61980,,,1,,True,P-L,DA,mc_learned_baseline,44,61980
31,63360,,,1,,True,P-L,DA,mc_learned_baseline,44,63360
32,64740,,,1,,False,P-L,DA,mc_learned_baseline,44,64740
