round,source_episodes,round_source_episodes,direction_passed,candidate_count,fit_kl,accepted,experiment,method,label,seed,source_steps_total
1,456,356,,1,1.5977031796759707e-09,True,P-L,AN,mc_learned_baseline,42,456
2,812,356,,1,4.112405523762523e-09,True,P-L,AN,mc_learned_baseline,42,812
3,1168,356,,1,4.935462934764412e-10,True,P-L,AN,mc_learned_baseline,42,1168
4,1524,356,,1,5.975312434314416e-09,True,P-L,AN,mc_learned_baseline,42,1524
5,1880,356,,1,1.8604768270407015e-08,True,P-L,AN,mc_learned_baseline,42,1880
6,2236,356,,1,3.025748269595997e-08,True,P-L,AN,mc_learned_baseline,42,2236
7,2592,356,,1,1.594207714872775e-08,True,P-L,AN,mc_learned_baseline,42,2592
8,2948,356,,1,1.7482378709604094e-08,True,P-L,AN,mc_learned_baseline,42,2948
9,3304,356,,1,1.8445195309321553e-08,True,P-L,AN,mc_learned_baseline,42,3304
10,3660,356,,1,2.567207385875037e-08,True,P-L,AN,mc_learned_baseline,42,3660
11,4016,356,,1,2.601101588758667e-08,True,P-L,AN,mc_learned_baseline,42,4016
12,4372,356,,1,2.4055757090945298e-08,True,P-L,AN,mc_learned_baseline,42,4372
13,4728,356,,1,2.1599572376442357e-08,True,P-L,AN,mc_learned_baseline,42,4728
14,5084,356,,1,4.1389671092086616e-08,True,P-L,AN,mc_learned_baseline,42,5084
15,5440,356,,1,5.361409044466322e-08,True,P-L,AN,mc_learned_baseline,42,5440
16,5796,356,,1,1.746238019634621e-08,True,P-L,AN,mc_learned_baseline,42,5796
17,6152,356,,1,2.691721106934529e-08,True,P-L,AN,mc_learned_baseline,42,6152
18,6508,356,,1,4.6943233074220035e-08,True,P-L,AN,mc_learned_baseline,42,6508
19,6864,356,,1,2.668116878886844e-09,True,P-L,AN,mc_learned_baseline,42,6864
20,7220,356,,1,1.91227119879717e-08,True,P-L,AN,mc_learned_baseline,42,7220
21,7576,356,,1,9.254796976821736e-09,True,P-L,AN,mc_learned_baseline,42,7576
22,7932,356,,1,3.1535909930825244e-08,True,P-L,AN,mc_learned_baseline,42,7932
23,8288,356,,1,2.16999518985038e-08,True,P-L,AN,mc_learned_baseline,42,8288
24,8644,356,,1,7.201081739633983e-10,True,P-L,AN,mc_learned_baseline,42,8644
25,9000,356,,1,1.5138375520036874e-08,True,P-L,AN,mc_learned_baseline,42,9000
26,9356,356,,1,1.6453309166025172e-08,True,P-L,AN,mc_learned_baseline,42,9356
27,9712,356,,1,3.1539406683516282e-09,True,P-L,AN,mc_learned_baseline,42,9712
28,10068,356,,1,2.5206440513814195e-09,True,P-L,AN,mc_learned_baseline,42,10068
29,10424,356,,1,1.5044384164789087e-09,True,P-L,AN,mc_learned_baseline,42,10424
30,10780,356,,1,4.038763449439352e-09,True,P-L,AN,mc_learned_baseline,42,10780
31,11136,356,,1,2.4594980492819864e-09,True,P-L,AN,mc_learned_baseline,42,11136
32,11492,356,,1,1.0768667449722736e-11,True,P-L,AN,mc_learned_baseline,42,11492
33,11848,356,,1,3.280684379548577e-11,True,P-L,AN,mc_learned_baseline,42,11848
34,12204,356,,1,2.7398990832557043e-12,True,P-L,AN,mc_learned_baseline,42,12204
35,12560,356,,1,2.105841301303785e-12,True,P-L,AN,mc_learned_baseline,42,12560
36,12916,356,,1,1.927289614674602e-11,True,P-L,AN,mc_learned_baseline,42,12916
37,13272,356,,1,6.002848670303995e-13,True,P-L,AN,mc_learned_baseline,42,13272
38,13628,356,,1,1.5020179755811983e-12,True,P-L,AN,mc_learned_baseline,42,13628
39,13984,356,,1,6.703460733515741e-13,True,P-L,AN,mc_learned_baseline,42,13984
40,14340,356,,1,6.826091341353641e-13,True,P-L,AN,mc_learned_baseline,42,14340
41,14696,356,,1,1.9858255174808548e-12,True,P-L,AN,mc_learned_baseline,42,14696
42,15052,356,,1,1.5648634932140545e-12,True,P-L,AN,mc_learned_baseline,42,15052
43,15408,356,,1,1.4704702406723827e-12,True,P-L,AN,mc_learned_baseline,42,15408
44,15764,356,,1,1.0695074313192835e-12,True,P-L,AN,mc_learned_baseline,42,15764
45,16120,356,,1,2.0836841211385987e-13,True,P-L,AN,mc_learned_baseline,42,16120
46,16476,356,,1,7.237903933742727e-13,True,P-L,AN,mc_learned_baseline,42,16476
47,16832,356,,1,5.874633447516997e-13,True,P-L,AN,mc_learned_baseline,42,16832
48,17188,356,,1,4.931865311141377e-13,True,P-L,AN,mc_learned_baseline,42,17188
49,17544,356,,1,3.6901578283622037e-13,True,P-L,AN,mc_learned_baseline,42,17544
50,17900,356,,1,2.360118292205011e-12,True,P-L,AN,mc_learned_baseline,42,17900
51,18256,356,,1,1.2289590053151317e-12,True,P-L,AN,mc_learned_baseline,42,18256
52,18612,356,,1,4.430658844943408e-13,True,P-L,AN,mc_learned_baseline,42,18612
