experiment,method,label,oracle_label_group,seed,update,source_steps_total,source_steps_training,source_steps_critic,source_steps_direction_check,source_steps_return_check,source_steps_monitor,source_complete_episodes,agent_decisions,budget,training_return,monitor_return,exact_source_return_diagnostic,actual_return_gain_diagnostic,old_new_kl,baseline_kind,baseline_missing_states,entropy,seconds,accepted,reason,eta,attempts,forward_kl_training,direction_loss,direction_steps,q_bound,return_check_gain,return_check_mode,return_check_standard_error,critic_validation_mse,label_mse_against_exact_joint_advantage,critic_explained_variance,direction_error,direction_norm,exact_direction_score_diagnostic
T-L,AN,mc_learned_baseline,False,42,1,2760,256,256,0,2048,200,1380,5520,262144,0.355078125,0.35309999999999997,0.3522688273668846,0.033254827366884565,0.00046349683925085987,public_state_tabular_independent_mc,0,0.617606089717124,0.0423515000147745,True,accepted_empirical,0.1,1,6.631547822757614e-09,-0.0936553483961807,100,5.0,0.032109375,empirical,0.008343608535845344,0.40973215637207033,0.17761845255014846,0.0012157418836146183,0.006147948795569792,0.09385175702272541,0.08259961194337756
T-L,AN,mc_learned_baseline,False,42,2,5520,512,512,0,4096,400,2760,11040,262144,0.3778125,0.4100999999999999,0.38597497766344,0.03370615029655544,0.0004554401935274759,public_state_tabular_independent_mc,0,0.6067525463916223,0.10033190005924553,True,accepted_empirical,0.1,1,2.4091449415031012e-09,-0.09273121977198315,100,5.0,0.03937499999999999,empirical,0.009681866220554804,0.4146731868531449,0.16438200612900902,0.03407563346456788,0.002529751871933663,0.09260071920050056,0.08675422165882482
T-L,AN,mc_learned_baseline,False,42,3,8280,768,768,0,6144,600,4140,16560,262144,0.33773437500000003,0.5298,0.4182741627077565,0.0322991850443165,0.0004133514338183943,public_state_tabular_independent_mc,0,0.5970056735315055,0.1645820999983698,True,accepted_empirical,0.1,1,8.823769688854126e-09,-0.08367809788654998,100,5.0,0.030234375,empirical,0.008143835394228954,0.4142984178853844,0.17517734078148828,0.024383353505846972,0.0012323702868379065,0.08391938563062515,0.08827809431048139
T-L,AN,mc_learned_baseline,False,42,4,11040,1024,1024,0,8192,800,5520,22080,262144,0.42539062499999997,0.30449999999999994,0.45008693009573897,0.031812767387982444,0.0003994359476447477,public_state_tabular_independent_mc,0,0.5861374373617267,0.2089269000571221,True,accepted_empirical,0.1,1,5.379690102843607e-09,-0.08138973156714077,100,5.0,0.03802734375,empirical,0.00914774871942257,0.39987169399919187,0.16543790486710228,0.019541353436319575,0.0002300564058477517,0.08127971536843026,0.08874003433662975
T-L,AN,mc_learned_baseline,False,42,5,13800,1280,1280,0,10240,1000,6900,27600,262144,0.44132812499999996,0.5291999999999999,0.4824089140234494,0.03232198392771041,0.00042174628032322917,public_state_tabular_independent_mc,0,0.5746136070310955,0.24705540004651994,True,accepted_empirical,0.1,1,3.5530993041410686e-09,-0.08665982290891064,100,5.0,0.047753906250000006,empirical,0.010286814026166498,0.39440239416513134,0.1639937235001477,0.014382189899313502,0.000577714443733324,0.08646476806033768,0.0874232560676664
T-L,AN,mc_learned_baseline,False,42,6,16560,1536,1536,0,12288,1200,8280,33120,262144,0.43546874999999996,0.5354999999999999,0.5149330745040693,0.03252416048061996,0.00044420745439613233,public_state_tabular_independent_mc,0,0.5627818918194732,0.2869486999697983,True,accepted_empirical,0.1,1,7.45570435613655e-09,-0.0930023007160628,100,5.0,0.03462890625,empirical,0.008647164766097191,0.391846129937066,0.17427551453153606,0.001727972384141352,0.001955431804949134,0.09164013959881714,0.08440740577288017
T-L,AN,mc_learned_baseline,False,42,7,19320,1792,1792,0,14336,1400,9660,38640,262144,0.597421875,0.46799999999999997,0.5423144714376307,0.02738139693356134,0.00031649078895387456,public_state_tabular_independent_mc,0,0.5517373992802826,0.3254923999775201,True,accepted_empirical,0.1,1,3.3950532949877983e-09,-0.06501518469809726,100,5.0,0.03369140625,empirical,0.008881181189445479,0.34214021453229365,0.14064996592229032,0.012127924023380365,0.0014015917156777568,0.06479062042382344,0.08265049443916547
T-L,AN,mc_learned_baseline,False,42,8,22080,2048,2048,0,16384,1600,11040,44160,262144,0.49851562499999996,0.5429999999999999,0.5746731837255775,0.032358712287946845,0.000470711868347638,public_state_tabular_independent_mc,0,0.5380995007620633,0.3701022000750527,True,accepted_empirical,0.1,1,5.396096230023444e-09,-0.09210701793810408,100,5.0,0.02431640625,empirical,0.007559532343706709,0.37225279010164497,0.16280256867767756,0.0045888348672938895,0.00284553657219258,0.09651343839982954,0.07899477716893769
T-L,AN,mc_learned_baseline,False,42,9,24840,2304,2304,0,18432,1800,12420,49680,262144,0.49921875000000004,0.7193999999999999,0.6100414667762405,0.035368283050662974,0.0005777530364884033,public_state_tabular_independent_mc,0,0.5225677567272659,0.4116165000014007,True,accepted_empirical,0.1,1,1.0276911930189326e-08,-0.11942903714335411,100,5.0,0.0418359375,empirical,0.010605029403389858,0.40864387721173634,0.17598393365727788,0.015412054733016656,0.004488612567025303,0.11915752710484562,0.07400366382689694
T-L,AN,mc_learned_baseline,False,42,10,27600,2560,2560,0,20480,2000,13800,55200,262144,0.6489843750000001,0.6161999999999999,0.6361315610359719,0.02609009425973141,0.0003307810589461336,public_state_tabular_independent_mc,0,0.5103268702987875,0.45840560004580766,True,accepted_empirical,0.1,1,5.211289907056753e-09,-0.0638123601768937,100,5.0,0.0230859375,empirical,0.007955125271276052,0.30842471436357044,0.12388253751253028,0.019986328072240322,0.0005785412527424256,0.06715812286646602,0.07368286591590831
