method,label,training_seed,evaluation_seed,episode,target_n,variant,policy_mode,ended_by,discounted_return,undiscounted_return,episode_length
AN,mc_learned_baseline,46,10000046,0,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,1,4,source,stochastic,task_complete,3.6,3.6,1
AN,mc_learned_baseline,46,10000046,2,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,3,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,4,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,5,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,6,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,46,10000046,7,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,8,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,9,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,10,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,11,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,12,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,13,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,14,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,15,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,16,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,17,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,46,10000046,18,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,46,10000046,19,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,20,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,46,10000046,21,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,22,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,23,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,24,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,25,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,26,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,27,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,46,10000046,28,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,29,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,30,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,31,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,32,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,33,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,34,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,35,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,36,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,37,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,38,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,46,10000046,39,4,source,stochastic,task_complete,3.6,3.6,1
AN,mc_learned_baseline,46,10000046,40,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,41,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,42,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,43,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,44,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,45,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,46,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,46,10000046,47,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,48,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,49,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,50,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,51,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,46,10000046,52,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,53,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,54,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,55,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,56,4,source,stochastic,task_complete,0.1,0.1,1
AN,mc_learned_baseline,46,10000046,57,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,46,10000046,58,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,59,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,60,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,61,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,62,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,63,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,64,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,65,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,66,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,67,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,68,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,69,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,70,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,71,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,72,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,73,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,74,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,75,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,76,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,77,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,78,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,79,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,80,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,81,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,82,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,83,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,84,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,85,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,46,10000046,86,4,source,stochastic,task_complete,3.6,3.6,1
AN,mc_learned_baseline,46,10000046,87,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,88,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,89,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,90,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,91,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,92,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,93,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,94,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,95,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,46,10000046,96,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,97,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,98,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,46,10000046,99,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,100,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,101,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,102,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,103,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,104,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,105,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,106,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,107,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,46,10000046,108,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,109,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,110,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,111,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,112,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,113,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,114,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,115,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,116,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,117,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,118,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,119,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,120,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,121,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,122,4,source,stochastic,task_complete,4.8,4.8,1
AN,mc_learned_baseline,46,10000046,123,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,124,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,125,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,126,4,source,stochastic,task_complete,3.6,3.6,1
AN,mc_learned_baseline,46,10000046,127,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,128,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,129,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,130,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,131,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,132,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,133,4,source,stochastic,task_complete,3.6,3.6,1
AN,mc_learned_baseline,46,10000046,134,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,135,4,source,stochastic,task_complete,3.9,3.9,1
AN,mc_learned_baseline,46,10000046,136,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,137,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,138,4,source,stochastic,task_complete,4.2,4.2,1
AN,mc_learned_baseline,46,10000046,139,4,source,stochastic,task_complete,4.5,4.5,1
AN,mc_learned_baseline,46,10000046,140,4,source,stochastic,task_complete,4.2,4.2,1
