round,source_episodes,round_source_episodes,direction_passed,candidate_count,fit_kl,accepted,experiment,method,label,seed,source_steps_total
1,456,356,,1,1.0237778564174048e-08,True,P-L,AN,mc_learned_baseline,40,456
2,812,356,,1,1.2836319085049207e-08,True,P-L,AN,mc_learned_baseline,40,812
3,1168,356,,1,5.4920972070159524e-09,True,P-L,AN,mc_learned_baseline,40,1168
4,1524,356,,1,5.7962201384454905e-09,True,P-L,AN,mc_learned_baseline,40,1524
5,1880,356,,1,1.4561482730068598e-08,True,P-L,AN,mc_learned_baseline,40,1880
6,2236,356,,1,5.2870461322224595e-09,True,P-L,AN,mc_learned_baseline,40,2236
7,2592,356,,1,1.3771538971981495e-08,True,P-L,AN,mc_learned_baseline,40,2592
8,2948,356,,1,1.5716834354725898e-08,True,P-L,AN,mc_learned_baseline,40,2948
9,3304,356,,1,1.3106555068090656e-08,True,P-L,AN,mc_learned_baseline,40,3304
10,3660,356,,1,3.6209394898141264e-09,True,P-L,AN,mc_learned_baseline,40,3660
11,4016,356,,1,3.38346873371308e-08,True,P-L,AN,mc_learned_baseline,40,4016
12,4372,356,,1,3.387495362480299e-08,True,P-L,AN,mc_learned_baseline,40,4372
13,4728,356,,1,2.023812092096955e-08,True,P-L,AN,mc_learned_baseline,40,4728
14,5084,356,,1,5.5894991592146234e-08,True,P-L,AN,mc_learned_baseline,40,5084
15,5440,356,,1,4.4500421298724446e-08,True,P-L,AN,mc_learned_baseline,40,5440
16,5796,356,,1,3.640955013229146e-08,True,P-L,AN,mc_learned_baseline,40,5796
17,6152,356,,1,5.71552686653496e-08,True,P-L,AN,mc_learned_baseline,40,6152
18,6508,356,,1,1.9760930100657413e-09,True,P-L,AN,mc_learned_baseline,40,6508
19,6864,356,,1,2.445645978641939e-09,True,P-L,AN,mc_learned_baseline,40,6864
20,7220,356,,1,3.428547034593779e-08,True,P-L,AN,mc_learned_baseline,40,7220
21,7576,356,,1,4.709967825032573e-09,True,P-L,AN,mc_learned_baseline,40,7576
22,7932,356,,1,4.156955186710705e-08,True,P-L,AN,mc_learned_baseline,40,7932
23,8288,356,,1,1.6096850770916555e-08,True,P-L,AN,mc_learned_baseline,40,8288
24,8644,356,,1,1.2763517062845357e-08,True,P-L,AN,mc_learned_baseline,40,8644
25,9000,356,,1,6.31220338567617e-10,True,P-L,AN,mc_learned_baseline,40,9000
26,9356,356,,1,8.025223099582621e-11,True,P-L,AN,mc_learned_baseline,40,9356
27,9712,356,,1,7.329768477067665e-10,True,P-L,AN,mc_learned_baseline,40,9712
28,10068,356,,1,6.489919048748751e-09,True,P-L,AN,mc_learned_baseline,40,10068
29,10424,356,,1,1.5746546099206243e-11,True,P-L,AN,mc_learned_baseline,40,10424
30,10780,356,,1,1.7111861187535838e-09,True,P-L,AN,mc_learned_baseline,40,10780
