experiment,method,label,oracle_label_group,seed,update,source_steps_total,source_steps_training,source_steps_critic,source_steps_direction_check,source_steps_return_check,source_steps_monitor,source_complete_episodes,agent_decisions,budget,training_return,monitor_return,exact_source_return_diagnostic,actual_return_gain_diagnostic,old_new_kl,baseline_kind,baseline_missing_states,entropy,seconds,accepted,reason,eta,attempts,forward_kl_training,direction_loss,direction_steps,q_bound,return_check_gain,return_check_mode,return_check_standard_error,critic_validation_mse,label_mse_against_exact_joint_advantage,critic_explained_variance,direction_error,direction_norm,exact_direction_score_diagnostic
T-L,AN,mc_learned_baseline,False,48,1,2760,256,256,0,2048,200,1380,5520,262144,0.283359375,0.33990000000000004,0.35432282167251244,0.035308821672512425,0.0004989174283171545,public_state_tabular_independent_mc,0,0.6146865656660676,0.04020810010842979,True,accepted_empirical,0.1,1,2.838351764763556e-09,-0.0998274153477681,100,5.0,0.037265625,empirical,0.009946148242400324,0.4189035032519981,0.16827179838249007,0.033732098525737775,0.002659503527595891,0.10098887441997309,0.08608805721135149
T-L,AN,mc_learned_baseline,False,48,2,5520,512,512,0,4096,400,2760,11040,262144,0.3675,0.4119,0.38547509891382625,0.031152277241313808,0.0003869342378749228,public_state_tabular_independent_mc,0,0.6060883863926784,0.0810180000262335,True,accepted_empirical,0.1,1,3.139208700047201e-09,-0.07906909095010453,100,5.0,0.03708984375,empirical,0.009006404486647536,0.4156420235331634,0.17656954422713278,0.012089190548025708,0.0021909141790868955,0.07875125830548502,0.0872336654821046
T-L,AN,mc_learned_baseline,False,48,3,8280,768,768,0,6144,600,4140,16560,262144,0.33,0.4517999999999999,0.41750128424159955,0.03202618532777329,0.0004059818214111843,public_state_tabular_independent_mc,0,0.5952189431168339,0.1240692000137642,True,accepted_empirical,0.1,1,4.654005964984395e-09,-0.08107027687603431,100,5.0,0.03767578125,empirical,0.010438154769384884,0.41647157456432327,0.18506498812792443,0.013987913892486437,0.0012712646181671052,0.08186783169195497,0.08817041001560513
T-L,AN,mc_learned_baseline,False,48,4,11040,1024,1024,0,8192,800,5520,22080,262144,0.3215625,0.45870000000000005,0.4516623550736263,0.03416107083202674,0.00046090781706766855,public_state_tabular_independent_mc,0,0.5835836940315787,0.16798200004268438,True,accepted_empirical,0.1,1,1.481773756967591e-09,-0.09367134617313835,100,5.0,0.02970703125,empirical,0.009336568335391303,0.41453555632688577,0.17173245317000363,0.01662899361439707,0.00013004303868973405,0.09397467919979233,0.08890977002381417
T-L,AN,mc_learned_baseline,False,48,5,13800,1280,1280,0,10240,1000,6900,27600,262144,0.337265625,0.5367,0.48715877628497545,0.03549642121134916,0.0005130985461506414,public_state_tabular_independent_mc,0,0.5699965095966971,0.2110247000819072,True,accepted_empirical,0.1,1,4.617639449983748e-09,-0.10375578012182383,100,5.0,0.02818359375,empirical,0.007582817664918696,0.4177588312574159,0.1749251069878559,0.016195710641228933,0.0021400428274049336,0.10419109642818733,0.08583593867574948
T-L,AN,mc_learned_baseline,False,48,6,16560,1536,1536,0,12288,1200,8280,33120,262144,0.511171875,0.4433999999999999,0.5170113594034101,0.029852583118434695,0.00036787947330618417,public_state_tabular_independent_mc,0,0.5580755613079932,0.25464210007339716,True,accepted_empirical,0.1,1,5.063919330488863e-09,-0.07535876543824273,100,5.0,0.03005859375,empirical,0.008388740809351683,0.36854944936872125,0.15058521547186177,0.022591553254967867,0.0011313448198637457,0.07490601938471912,0.08523162116464685
T-L,AN,mc_learned_baseline,False,48,7,19320,1792,1792,0,14336,1400,9660,38640,262144,0.56625,0.525,0.5468983771675551,0.02988701776414493,0.0003817080810588901,public_state_tabular_independent_mc,0,0.5454406019833055,0.29819680005311966,True,accepted_empirical,0.1,1,1.8689121807131154e-09,-0.0776296660590968,100,5.0,0.0072656249999999995,empirical,0.0064184646139636295,0.3509187187562438,0.14451117719387946,0.011816331109330336,0.001639075288109892,0.07757452806989201,0.08283321168294011
T-L,AN,mc_learned_baseline,False,48,8,22080,2048,2048,0,16384,1600,11040,44160,262144,0.557109375,0.5196000000000001,0.5768029070798406,0.029904529912285538,0.00038940250440064957,public_state_tabular_independent_mc,0,0.5330766164579944,0.34045860008336604,True,accepted_empirical,0.1,1,2.3835309435439792e-09,-0.07942045623918283,100,5.0,0.034453125,empirical,0.009664212919614541,0.34680534076600256,0.1478787136557953,0.005455460521484601,0.0002446030319923227,0.07950571506514667,0.08191239629820415
T-L,AN,mc_learned_baseline,False,48,9,24840,2304,2304,0,18432,1800,12420,49680,262144,0.5374218749999999,0.6764999999999999,0.6077564056394025,0.030953498559561865,0.00043872875087203213,public_state_tabular_independent_mc,0,0.51884935196291,0.3867241000989452,True,accepted_empirical,0.1,1,1.1471026415923066e-09,-0.0899321410656137,100,5.0,0.03181640625,empirical,0.009647540991042503,0.3653777262894073,0.14958149647048014,0.01565857282388672,0.0012847351696434034,0.09008366872915452,0.07786318748095677
T-L,AN,mc_learned_baseline,False,48,10,27600,2560,2560,0,20480,2000,13800,55200,262144,0.5821875000000001,0.6021,0.6363204532726939,0.028564047633291456,0.0004374790157711382,public_state_tabular_independent_mc,0,0.5065086219612311,0.4269593000644818,True,accepted_empirical,0.1,1,4.368905122918143e-09,-0.09045005008762619,100,5.0,0.03005859375,empirical,0.008143207959362068,0.3379479600694444,0.14924800326838716,-0.049693755571057485,0.009542927155978822,0.09057022263205106,0.06613862063649614
