experiment,method,label,oracle_label_group,seed,update,source_steps_total,source_steps_training,source_steps_critic,source_steps_direction_check,source_steps_return_check,source_steps_monitor,source_complete_episodes,agent_decisions,budget,training_return,monitor_return,exact_source_return_diagnostic,actual_return_gain_diagnostic,old_new_kl,baseline_kind,baseline_missing_states,entropy,seconds,accepted,reason,eta,attempts,forward_kl_training,direction_loss,direction_steps,q_bound,return_check_gain,return_check_mode,return_check_standard_error,critic_validation_mse,label_mse_against_exact_joint_advantage,critic_explained_variance,direction_error,direction_norm,exact_direction_score_diagnostic
T-L,AN,mc_learned_baseline,False,43,1,2760,256,256,0,2048,200,1380,5520,262144,0.33867187499999996,0.2829,0.35114753196626175,0.03213353196626173,0.0004039880098585914,public_state_tabular_independent_mc,0,0.6165910240681081,0.04813839995767921,True,accepted_empirical,0.1,1,2.5993828362522916e-09,-0.08262701639452141,100,5.0,0.023027343750000002,empirical,0.00713215675549615,0.4135412025087122,0.17384849581629686,0.0072863136355793,0.00017901287270024403,0.08220326440439141,0.08856854786624713
T-L,AN,mc_learned_baseline,False,43,2,5520,512,512,0,4096,400,2760,11040,262144,0.468984375,0.26249999999999996,0.38488630784549227,0.03373877587923052,0.000452855241914711,public_state_tabular_independent_mc,0,0.6060921404311965,0.10102429997641593,True,accepted_empirical,0.1,1,2.457698837173398e-09,-0.09699839424650467,100,5.0,0.04968750000000001,empirical,0.010624019682529533,0.39060249088660176,0.17872627678967803,-0.00027000679112343384,0.001876505061682186,0.0920514965833311,0.0875286465902489
T-L,AN,mc_learned_baseline,False,43,3,8280,768,768,0,6144,600,4140,16560,262144,0.427265625,0.34709999999999996,0.4186032489961668,0.03371694115067453,0.0004488862420397331,public_state_tabular_independent_mc,0,0.5947098421267472,0.1512613999657333,True,accepted_empirical,0.1,1,7.674094135584266e-09,-0.09090934900642114,100,5.0,0.0338671875,empirical,0.009041682042637658,0.414501544101906,0.1669447793952697,0.03228425764166176,0.0008669518886593588,0.0909836958334733,0.08856671495842669
T-L,AN,mc_learned_baseline,False,43,4,11040,1024,1024,0,8192,800,5520,22080,262144,0.461953125,0.39779999999999993,0.4499574041053366,0.03135415510916978,0.0003889039691922552,public_state_tabular_independent_mc,0,0.5839758948276622,0.2062062999466434,True,accepted_empirical,0.1,1,4.287122394696651e-09,-0.0782293612737203,100,5.0,0.0315234375,empirical,0.00957193108791674,0.4017032617714965,0.15819977500867938,0.01837642765580494,0.0005557655082444111,0.07870984410571281,0.08845989334682065
T-L,AN,mc_learned_baseline,False,43,5,13800,1280,1280,0,10240,1000,6900,27600,262144,0.471328125,0.48899999999999993,0.4815261915396082,0.031568787434271606,0.00040019698984500253,public_state_tabular_independent_mc,0,0.572578731522283,0.2502923000138253,True,accepted_empirical,0.1,1,4.111390986009308e-10,-0.08057656072164125,100,5.0,0.024843750000000005,empirical,0.007190646778817958,0.3954542201972244,0.16588214146161645,0.019629150749619684,0.0004910370240368407,0.0812688179560306,0.08753364260931022
T-L,AN,mc_learned_baseline,False,43,6,16560,1536,1536,0,12288,1200,8280,33120,262144,0.47578125000000004,0.4940999999999999,0.5119554936116201,0.030429302072011888,0.0003791038570612977,public_state_tabular_independent_mc,0,0.5610154428086516,0.3019932999741286,True,accepted_empirical,0.1,1,4.389957555952386e-09,-0.07746028887672357,100,5.0,0.0193359375,empirical,0.007786533220938259,0.3967304036458334,0.16367404834498733,-0.002592481990647988,0.00047033546003219734,0.07733066746015906,0.08614951972076955
T-L,AN,mc_learned_baseline,False,43,7,19320,1792,1792,0,14336,1400,9660,38640,262144,0.489609375,0.5517,0.543760460847446,0.03180496723582593,0.00042917619536351716,public_state_tabular_independent_mc,0,0.5479234310551538,0.3530827999347821,True,accepted_empirical,0.1,1,7.563459226463874e-09,-0.08790043259933784,100,5.0,0.035625,empirical,0.009213630767921675,0.3704169675165563,0.1689432901402998,-0.0014973346966378198,0.0009391224053274755,0.08855425632645382,0.08370641573707586
T-L,AN,mc_learned_baseline,False,43,8,22080,2048,2048,0,16384,1600,11040,44160,262144,0.5767968750000001,0.6365999999999999,0.5711641999473954,0.02740373909994942,0.0003471964691584338,public_state_tabular_independent_mc,0,0.5360999188434619,0.40746689995285124,True,accepted_empirical,0.1,1,2.562488379789585e-09,-0.07249381255420899,100,5.0,0.03216796875,empirical,0.010491873040605941,0.34682239827589795,0.13463169210650144,0.050873924915708635,0.00547109091321634,0.07050103965284535,0.07659419636944481
T-L,AN,mc_learned_baseline,False,43,9,24840,2304,2304,0,18432,1800,12420,49680,262144,0.5078906249999999,0.6777,0.6044418534406616,0.03327765349326617,0.0005149605720075496,public_state_tabular_independent_mc,0,0.5219542470567005,0.4493749999674037,True,accepted_empirical,0.1,1,8.973031437200974e-09,-0.10473597199577098,100,5.0,0.026015625,empirical,0.007554603870465116,0.37514975151470425,0.16105035322593608,0.009384130978109084,0.004214457246124209,0.10533443238425012,0.07545665001264105
T-L,AN,mc_learned_baseline,False,43,10,27600,2560,2560,0,20480,2000,13800,55200,262144,0.680625,0.57,0.6280748436332888,0.023632990192627212,0.00026593934676191836,public_state_tabular_independent_mc,0,0.5109515474167957,0.5003320999676362,True,accepted_empirical,0.1,1,2.3483007644322557e-09,-0.05388233770076738,100,5.0,0.04248046875,empirical,0.009558572469575453,0.27425798046839767,0.11710649865941658,-2.0598696563345342e-05,0.0022876767482751296,0.0541120271630277,0.07338901232445966
