experiment,method,direction_method,label,seed,actor_class,fit_steps,sample_episodes,source_steps_total,eta,ideal_return_gain,actual_return_gain,learned_direction_derivative,projected_direction_derivative,projection_reference,realized_path_derivative,forward_kl_training,forward_kl_validation,forward_kl_exact,old_new_kl,direction_realization_residual,seconds,learned_q_0,learned_q_1,candidate_p_0,candidate_p_1,data_seed,source_direction_error,source_exact_score,dataset_sha256,direction_retrained,direction_source,source_csv_sha256,source_manifest_sha256,source_code_sha256,additional_training_environment_steps,replayed_source_episodes,report_validation_episodes
P-EA,AN,AN,mc_raw,1000,table,1,2048,2548,0.1,0.02902044504502077,0.012670887977221712,0.2788576310817015,0.2788576310817015,exact_population_Fisher_projection_diagnostic,0.12095959651167805,0.00015851890328095173,0.00016089609117574013,0.000157979178481428,9.442062625349048e-05,0.03223793144523031,0.003990900004282594,0.025098154207281936,0.3814397540873379,0.30633739761826045,0.7062619520701701,1000,0.0006409648300362555,0.06588703516996369,e81afc630eeb7b22822342c9089cca27df0635ad66839c19bf4cc1b03d781509,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,2048,500
P-EA,AN,AN,mc_raw,1000,table,10,2048,2548,0.1,0.02902044504502077,0.03349870740949101,0.2788576310817015,0.2788576310817015,exact_population_Fisher_projection_diagnostic,0.3177527013347251,9.864268873120578e-06,9.844853416327447e-06,9.868677024259254e-06,0.00046891639736349345,0.0020087487145801553,0.00358410004992038,0.025098154207281936,0.3814397540873379,0.3031721679135957,0.7177217382723586,1000,0.0006409648300362555,0.06588703516996369,e81afc630eeb7b22822342c9089cca27df0635ad66839c19bf4cc1b03d781509,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,2048,500
P-EA,AN,AN,mc_raw,1000,table,100,2048,2548,0.1,0.02902044504502077,0.02914941065987875,0.2788576310817015,0.2788576310817015,exact_population_Fisher_projection_diagnostic,0.2800378536005623,6.427214156911719e-09,6.5719740120441294e-09,6.3943473885920204e-09,0.0003669654027230613,1.3179979007665501e-06,0.02029789995867759,0.025098154207281936,0.3814397540873379,0.30107335661613066,0.7158363858076631,1000,0.0006409648300362555,0.06588703516996369,e81afc630eeb7b22822342c9089cca27df0635ad66839c19bf4cc1b03d781509,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,2048,500
P-EA,AN,AN,mc_raw,1000,table,1000,2048,2548,0.1,0.02902044504502077,0.02902044504502077,0.2788576310817015,0.2788576310817015,exact_population_Fisher_projection_diagnostic,0.27885763108170253,0.0,0.0,0.0,0.00036393555461294614,1.1823755781429616e-30,0.26294649997726083,0.025098154207281936,0.3814397540873379,0.3010551795835165,0.7157721757105907,1000,0.0006409648300362555,0.06588703516996369,e81afc630eeb7b22822342c9089cca27df0635ad66839c19bf4cc1b03d781509,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,2048,500
P-EA,AN,AN,mc_raw,1000,shared_offset,1,2048,2548,0.1,0.02902044504502077,0.012670928265316628,0.2788576310817015,0.1926514712387183,exact_population_Fisher_projection_diagnostic,0.12095987827467393,0.00015852033421906556,0.00016089746573690563,0.00015798062221955531,9.442237245888933e-05,0.03223821815414098,0.0005791999865323305,0.025098154207281936,0.3814397540873379,0.30633754357564524,0.7062619523454399,1000,0.0006409648300362555,0.06588703516996369,e81afc630eeb7b22822342c9089cca27df0635ad66839c19bf4cc1b03d781509,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,2048,500
P-EA,AN,AN,mc_raw,1000,shared_offset,10,2048,2548,0.1,0.02902044504502077,0.011876290815989843,0.2788576310817015,0.1926514712387183,exact_population_Fisher_projection_diagnostic,0.1136833251354248,0.0001654399259684303,0.00016823030682908604,0.0001648063884369992,8.340799161984484e-05,0.033654341765858055,0.001800999976694584,0.025098154207281936,0.3814397540873379,0.3059541880579845,0.7058874170328617,1000,0.0006409648300362555,0.06588703516996369,e81afc630eeb7b22822342c9089cca27df0635ad66839c19bf4cc1b03d781509,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,2048,500
P-EA,AN,AN,mc_raw,1000,shared_offset,100,2048,2548,0.1,0.02902044504502077,0.02062157852785884,0.2788576310817015,0.1926514712387183,exact_population_Fisher_projection_diagnostic,0.1917922724094971,0.0001267865127961319,0.00012512533713918993,0.00012716367174952419,0.00023726736103523262,0.025599987696895275,0.023996800067834556,0.025098154207281936,0.3814397540873379,0.3100832063187667,0.7098931965250258,1000,0.0006409648300362555,0.06588703516996369,e81afc630eeb7b22822342c9089cca27df0635ad66839c19bf4cc1b03d781509,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,2048,500
P-EA,AN,AN,mc_raw,1000,shared_offset,1000,2048,2548,0.1,0.02902044504502077,0.02055193463825783,0.2788576310817015,0.1926514712387183,exact_population_Fisher_projection_diagnostic,0.19118653158761142,0.0001267841529447502,0.00012515765360470073,0.0001271534388695846,0.0002357720149245974,0.025601806254622425,0.2312720000045374,0.025098154207281936,0.3814397540873379,0.31005106757554546,0.7098622557676073,1000,0.0006409648300362555,0.06588703516996369,e81afc630eeb7b22822342c9089cca27df0635ad66839c19bf4cc1b03d781509,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,2048,500
P-EA,AN,AN,mc_raw,1001,table,1,2048,2548,0.1,0.030428492624928916,0.012670897203590381,0.2916155459721057,0.2916155459721057,exact_population_Fisher_projection_diagnostic,0.12095966220509427,0.00017631970150869285,0.00017549042422791662,0.00017481355568446864,9.442101028436876e-05,0.03573588037550032,0.0016780999721959233,0.03203113943622061,0.39824811905859925,0.30633742933073677,0.706261952385763,1001,0.001000149386381819,0.06552785061361811,26ce3980071b40e3e715bbd00fa28a3732d226eff3a9fd18ae2c0888efc92723,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,2048,500
P-EA,AN,AN,mc_raw,1001,table,10,2048,2548,0.1,0.030428492624928916,0.036500903621271064,0.2916155459721057,0.2916155459721057,exact_population_Fisher_projection_diagnostic,0.3452232164272953,1.4730389373559912e-05,1.4679254584518258e-05,1.4637517603437959e-05,0.0005528948077026292,0.0030087006061792023,0.004030899959616363,0.03203113943622061,0.39824811905859925,0.30312403481859074,0.7192580084503603,1001,0.001000149386381819,0.06552785061361811,26ce3980071b40e3e715bbd00fa28a3732d226eff3a9fd18ae2c0888efc92723,False,D:\manifold\manifold_project\experiments\results\pair_estimation_20seeds_v1,993a058c136c24688c623203af1c038ee8cdc8ee4fa6d85ef73cd7be82fbc1b0,2d5f6f6b539f6c5aa4e32969abd8553e2e3a52988bbdb8e8d873f7bcd4ae4b82,cdcc83f5050bd2bc104f1a0e1479d6854a2b67e9a8ff2100cad6269d5b7fc115,0,2048,500
